url,count,average,90th percentile,80th percentile
/api/1/event/2527/,1,265.0,265,265
/api/1/event/2388/,1,226.0,226,226
/api/1/event/2393/,1,343.0,343,343
/api/1/event/2436/,1,262.0,262,262
/api/1/event/2452/,1,279.0,279,279
/api/1/event/3987/,1,240.0,240,240
/api/1/event/2351/,1,261.0,261,261
/api/1/event/2327/,1,284.0,284,284
/api/1/event/2363/,1,253.0,253,253
/api/1/event/4402/,1,218.0,218,218
/api/1/event/2480/,1,381.0,381,381
/api/1/event/3396/,1,269.0,269,269
/api/1/event/2511/,1,276.0,276,276
/api/1/event/2517/,1,240.0,240,240
/api/1/event/2515/,1,310.0,310,310
/api/1/event/2632/,1,246.0,246,246
/api/1/vmsmessages/8135/image,1,21.0,21,21
/api/1/vmsmessages/7745/image/,2,55.0,85,85
/api/1/linkpoint/6822/,1,104.0,104,104
/api/1/event/5319/is_editable,1,26.0,26,26
/api/1/vmsmessages/8124/image/,2,54.0,84,84
