url,count,average,90th percentile,80th percentile
/api/1/event/17/icon/,2,79.5,83,83
/api/1/event/2101/icon/,2,76.0,81,81
/api/1/event/26/icon/,2,82.5,92,92
/api/1/event/2219/icon/,2,82.5,85,85
/api/1/vmsmessages/8126/image/,16,96.8125,180,180
/api/1/vmsdevice/85/is_editable/,6,28.333333333333332,31,31
/api/1/vmsmessages/8180/image/,42,75.57142857142857,167,167
/api/1/misc/get_subscribers_from_email/,13,43.76923076923077,54,54
/api/1/event/5113/icon/,4,82.0,102,102
/api/1/event/5279/,6,242.16666666666666,319,319
/api/1/event/5279/get_events_in_order_of_distance/,1,179.0,179,179
/api/1/event/5318/,5,507.0,719,719
/api/1/vmsmessages/332/image/,38,39.31578947368421,44,44
/api/1/traffixcase/75/,1,148.0,148,148
/api/1/htrims/poll_sc/,1,40085.0,40085,40085
/api/1/event/create_unplanned_hotlist_event/,1,849.0,849,849
/api/1/event/5113/,5,430.6,542,542
/api/1/device/1233/is_editable/,6,27.333333333333332,31,31
/api/1/specialevent/126/,6,178.66666666666666,262,262
/api/1/event/5113/next_probable_junctions/,5,78.8,76,76
/api/1/event/5113/is_editable/,3,55.0,59,59
/api/1/htrims/1423/,2,161.0,162,162
/api/1/usernotification/464971/,2,90.0,155,155
/api/1/junctionarm/20/,2,65.5,66,66
/api/1/misc/get_subscribers_from_mobile_number/,8,39.375,42,42
/api/1/event/4434/is_editable/,2,42.5,44,44
/api/1/anprviolation/search_anpr/,8,868.75,1042,1042
/api/1/event/2286/icon/,2,71.5,78,78
/api/1/event/2288/icon/,2,75.0,77,77
/api/1/event/2314/icon/,2,86.0,102,102
/api/1/event/2/icon/,2,122.5,127,127
/api/1/vmsdevice/85/,7,99.57142857142857,190,190
/api/1/vmsdevice/119/image/,27,49.2962962962963,60,60
/api/1/vmsdevice/6/image/,10,50.9,61,61
/api/1/vmsmessages/722/image/,29,337.51724137931035,363,363
/api/1/event/4735/,5,243.6,272,272
/api/1/misc/IsUserActionAllowed/,2,80.0,82,82
/api/1/event/5328/response_rule,1,23.0,23,23
/api/1/vmsdevice/169/image/,11,50.36363636363637,67,67
/api/1/vmsmessages/7874/image/,16,189.375,213,213
/api/1/event/4735/response_rule/,5,292.8,298,298
/api/1/vmsmessages/7877/image/,8,90.375,89,89
/api/1/event/4735/is_editable/,5,36.6,38,38
/api/1/vmsdevice/194/image/,2,36.5,39,39
/api/1/misc/GetData,6,24.166666666666668,24,24
/api/1/event/5003/icon/,1,73.0,73,73
/api/1/event/3008/,1,235.0,235,235
/api/1/event/3008/response_rule/,1,283.0,283,283
/api/1/event/3008/is_editable/,1,43.0,43,43
/api/1/event/2515/,3,341.6666666666667,455,455
/api/1/event/2546/,3,358.6666666666667,549,549
/api/1/event/4393/,3,288.3333333333333,322,322
/api/1/event/3394/,3,291.6666666666667,296,296
/api/1/event/2527,1,26.0,26,26
/api/1/event/4432/,3,436.6666666666667,687,687
/api/1/event/2383/,3,286.3333333333333,305,305
/api/1/event/5335/get_events_in_order_of_distance/,1,125.0,125,125
/api/1/event/2323/,3,388.6666666666667,557,557
/api/1/event/2347/,3,297.3333333333333,331,331
/api/1/event/2387/,3,268.0,276,276
/api/1/event/2233/,3,303.0,355,355
/api/1/event/2388/,3,295.3333333333333,382,382
/api/1/event/2394/,3,448.3333333333333,635,635
/api/1/event/4396/,3,331.6666666666667,404,404
/api/1/event/2432/,3,853.0,1121,1121
/api/1/event/2433/,3,414.6666666666667,559,559
/api/1/event/2511/,3,293.0,336,336
/api/1/event/2517/,3,258.6666666666667,281,281
/api/1/event/2592/,3,271.6666666666667,279,279
/api/1/traveltimedestination,1,23.0,23,23
/api/1/cityinfo/get_citiesinfo/,8,86.375,74,74
/api/1/get_citiesinfo/,1,500.0,500,500
/api/1/pollution/49/GetPollutionImage/,1,533.0,533,533
/api/1/hotlistvehicle/441/,2,72.5,75,75
/api/1/cityinfo/get_cityinfo/,1,72.0,72,72
